user_loc,fr_loc,scaled_sci,region
BR,KY,1819,Americas
BR,KZ,198,Americas
BR,LA,110,Americas
BR,LB,1555,Americas
BR,LC,734,Americas
BR,LK,614,Americas
BR,LR,1739,Americas
BR,LS,192,Americas
BR,LT,279,Americas
BR,LU,5742,Americas
BR,LV,331,Americas
BR,LY,343,Americas
BR,MA,1720,Americas
BR,MD,161,Americas
BR,ME,514,Americas
BR,MG,1190,Americas
BR,MK,462,Americas
BR,ML,734,Americas
BR,MM,71,Americas
BR,MN,100,Americas
BR,MO,483,Americas
BR,MQ,1921,Americas
BR,MR,702,Americas
BR,MT,2403,Americas
BR,MU,700,Americas
BR,MV,651,Americas
BR,MW,318,Americas
BR,MX,1254,Americas
BR,MY,186,Americas
BR,MZ,7016,Americas
BR,,976,Americas
BR,NC,377,Americas
BR,NE,564,Americas
BR,NG,1039,Americas
BR,NI,2063,Americas
BR,NL,1320,Americas
BR,NO,766,Americas
BR,NP,127,Americas
BR,NZ,1490,Americas
BR,OM,537,Americas
BR,PA,2407,Americas
BR,PE,2123,Americas
BR,PF,521,Americas
BR,PG,367,Americas
BR,PH,443,Americas
BR,PK,679,Americas
BR,PL,249,Americas
BR,PR,1137,Americas
BR,PT,27797,Americas
BR,PY,20058,Americas
BR,QA,803,Americas
BR,RE,349,Americas
BR,RO,469,Americas
BR,RS,511,Americas
BR,RW,499,Americas
BR,SA,546,Americas
BR,SB,294,Americas
BR,SC,679,Americas
BR,SE,703,Americas
BR,SG,362,Americas
BR,SI,505,Americas
BR,SK,292,Americas
BR,SL,1711,Americas
BR,SN,1817,Americas
BR,SR,10776,Americas
BR,ST,22874,Americas
BR,SV,1364,Americas
BR,SZ,316,Americas
BR,TD,407,Americas
BR,TG,1595,Americas
BR,TH,123,Americas
BR,TJ,237,Americas
BR,TL,1570,Americas
BR,TN,1967,Americas
BR,TO,246,Americas
BR,TR,423,Americas
BR,TT,2313,Americas
BR,TW,150,Americas
BR,TZ,451,Americas
BR,UA,262,Americas
BR,UG,992,Americas
BR,US,1511,Americas
BR,UY,9542,Americas
BR,UZ,163,Americas
BR,VC,606,Americas
