user_loc,fr_loc,scaled_sci,region
KI,BR,364,Oceania
KI,BS,1530,Oceania
KI,BT,1091,Oceania
KI,BW,1305,Oceania
KI,BY,279,Oceania
KI,BZ,13206,Oceania
KI,CA,500,Oceania
KI,CD,1589,Oceania
KI,CF,1289,Oceania
KI,CG,2220,Oceania
KI,CH,1285,Oceania
KI,CI,1154,Oceania
KI,CL,203,Oceania
KI,CM,862,Oceania
KI,CO,299,Oceania
KI,CR,351,Oceania
KI,CV,3616,Oceania
KI,CW,12533,Oceania
KI,CY,2064,Oceania
KI,CZ,79,Oceania
KI,DE,705,Oceania
KI,DJ,742,Oceania
KI,DK,315,Oceania
KI,DO,992,Oceania
KI,DZ,580,Oceania
KI,EC,547,Oceania
KI,EE,83,Oceania
KI,EG,730,Oceania
KI,ES,414,Oceania
KI,ET,832,Oceania
KI,FI,148,Oceania
KI,FJ,4071395,Oceania
KI,FM,536651,Oceania
KI,FR,235,Oceania
KI,GA,718,Oceania
KI,GB,661,Oceania
KI,GD,4315,Oceania
KI,GE,336,Oceania
KI,GF,1132,Oceania
KI,GH,2313,Oceania
KI,GM,2683,Oceania
KI,GN,880,Oceania
KI,GP,460,Oceania
KI,GQ,647,Oceania
KI,GR,149,Oceania
KI,GT,237,Oceania
KI,GU,37103,Oceania
KI,GW,1247,Oceania
KI,GY,12467,Oceania
KI,HK,2007,Oceania
KI,HN,418,Oceania
KI,HR,162,Oceania
KI,HT,1470,Oceania
KI,HU,176,Oceania
KI,ID,941,Oceania
KI,IE,309,Oceania
KI,IM,258,Oceania
KI,IN,834,Oceania
KI,IS,418,Oceania
KI,IT,648,Oceania
KI,JE,433,Oceania
KI,JM,1957,Oceania
KI,JO,354,Oceania
KI,JP,7008,Oceania
KI,KE,1446,Oceania
KI,KG,138,Oceania
KI,KH,358,Oceania
KI,KI,771672520,Oceania
KI,KM,2891,Oceania
KI,KR,1938,Oceania
KI,KW,2417,Oceania
KI,KY,2678,Oceania
KI,KZ,117,Oceania
KI,LA,260,Oceania
KI,LB,259,Oceania
