user_loc,fr_loc,scaled_sci
BO,BZ,4406
BO,CA,645
BO,CL,47613
BO,CO,9033
BO,CR,6700
BO,CW,1371
BO,DO,6054
BO,EC,13729
BO,GD,633
BO,GF,2599
BO,GP,486
BO,GT,14038
BO,GY,1626
BO,HN,11375
BO,HT,2310
BO,JM,766
BO,KY,1464
BO,LC,500
BO,MQ,402
BO,MX,8180
BO,NI,12661
BO,PA,7780
BO,PE,29132
BO,PR,2131
BO,PY,31379
BO,SR,1146
BO,SV,9801
BO,TT,1255
BO,US,1617
BO,UY,6659
BO,VC,758
BR,AG,712
BR,AR,3259
BR,AW,2033
BR,BB,586
BR,BO,6442
BR,BR,610340
BR,BS,1148
BR,BZ,1276
BR,CA,1378
BR,CL,2247
BR,CO,2689
BR,CR,1994
BR,CW,1368
BR,DO,4648
BR,EC,2061
BR,GD,761
BR,GF,36664
BR,GP,1919
BR,GT,1304
BR,GY,4871
BR,HN,1628
BR,HT,12179
BR,JM,1381
BR,KY,1819
BR,LC,734
BR,MQ,1921
BR,MX,1254
BR,NI,2063
BR,PA,2407
BR,PE,2123
BR,PR,1137
BR,PY,20058
BR,SR,10776
BR,SV,1364
BR,TT,2313
BR,US,1511
BR,UY,9542
BR,VC,606
BS,AG,828698
BS,AR,826
BS,AW,49472
BS,BB,528893
BS,BO,479
BS,BR,1148
BS,BS,276337386
BS,BZ,113243
BS,CA,58598
BS,CL,7030
BS,CO,2588
BS,CR,5588
BS,CW,64235
BS,DO,54178
BS,EC,1211
BS,GD,740652
BS,GF,175881
BS,GP,43858
BS,GT,1142
BS,GY,546996
BS,HN,4660
BS,HT,686629
BS,JM,913986
BS,KY,606896
BS,LC,625859
BS,MQ,33566
BS,MX,1211
BS,NI,2356
BS,PA,9389
BS,PE,2302
BS,PR,4248
BS,PY,801
BS,SR,514764
BS,SV,750
BS,TT,170291
BS,US,49044
BS,UY,2240
BS,VC,505154
BZ,AG,222970
BZ,AR,1858
BZ,AW,15412
BZ,BB,111266
BZ,BO,4406
BZ,BR,1276
BZ,BS,113243
BZ,BZ,221361894
BZ,CA,11398
BZ,CL,1476
BZ,CO,4018
BZ,CR,18862
BZ,CW,18992
BZ,DO,15950
BZ,EC,4607
BZ,GD,665200
BZ,GF,81829
BZ,GP,11428
BZ,GT,175610
BZ,GY,1142495
BZ,HN,166364
BZ,HT,17032
BZ,JM,201507
BZ,KY,504645
BZ,LC,444854
BZ,MQ,12022
BZ,MX,12252
BZ,NI,44050
BZ,PA,14534
BZ,PE,2969
BZ,PR,6146
BZ,PY,7208
BZ,SR,425190
BZ,SV,93650
BZ,TT,119605
BZ,US,27538
BZ,UY,1853
BZ,VC,368009
CA,AG,66793
CA,AR,961
CA,AW,9476
CA,BB,68058
CA,BO,645
CA,BR,1378
CA,BS,58598
CA,BZ,11398
CA,CA,1168333
CA,CL,2215
CA,CO,2754
CA,CR,4816
CA,CW,6494
CA,DO,5340
CA,EC,1640
CA,GD,98742
CA,GF,8557
CA,GP,11263
CA,GT,3032
CA,GY,38268
CA,HN,2172
CA,HT,23361
CA,JM,69992
CA,KY,106228
CA,LC,85192
CA,MQ,10125
CA,MX,2399
CA,NI,2330
CA,PA,2780
CA,PE,1287
CA,PR,1670
CA,PY,1129
CA,SR,3559
CA,SV,3940
CA,TT,32328
CA,US,10448
CA,UY,1746
CA,VC,147848
CL,AG,1742
CL,AR,18643
CL,AW,30058
CL,BB,982
CL,BO,47613
CL,BR,2247
CL,BS,7030
CL,BZ,1476
CL,CA,2215
CL,CL,2269158
CL,CO,28678
CL,CR,7533
CL,CW,14600
CL,DO,25506
CL,EC,18187
CL,GD,1371
CL,GF,35541
CL,GP,15349
CL,GT,2863
CL,GY,3187
CL,HN,3412
CL,HT,118807
CL,JM,1850
CL,KY,2514
CL,LC,1671
CL,MQ,7813
CL,MX,4182
CL,NI,3716
CL,PA,14121
CL,PE,28517
CL,PR,4605
CL,PY,16426
CL,SR,3843
CL,SV,3650
CL,TT,5483
CL,US,2311
CL,UY,15217
CL,VC,906
CO,AG,1440
CO,AR,8548
CO,AW,104816
CO,BB,984
CO,BO,9033
CO,BR,2689
CO,BS,2588
CO,BZ,4018
CO,CA,2754
CO,CL,28678
CO,CO,1473977
CO,CR,14315
CO,CW,48296
CO,DO,17026
CO,EC,35776
CO,GD,2424
CO,GF,3806
CO,GP,1259
CO,GT,9098
CO,GY,5694
CO,HN,12352
CO,HT,3988
CO,JM,1561
CO,KY,9770
CO,LC,1130
CO,MQ,810
CO,MX,8559
CO,NI,14884
CO,PA,46687
CO,PE,20436
CO,PR,7050
CO,PY,12405
CO,SR,2371
CO,SV,9242
CO,TT,9729
CO,US,3629
CO,UY,6918
CO,VC,957
CR,AG,3634
CR,AR,7421
CR,AW,23095
CR,BB,2308
CR,BO,6700
CR,BR,1994
CR,BS,5588
CR,BZ,18862
CR,CA,4816
CR,CL,7533
CR,CO,14315
CR,CR,18500616
CR,CW,18566
CR,DO,16974
CR,EC,10940
CR,GD,2138
CR,GF,2163
CR,GP,2088
CR,GT,24883
CR,GY,1974
CR,HN,40414
CR,HT,2810
CR,JM,5776
CR,KY,48981
CR,LC,2401
CR,MQ,1120
CR,MX,9368
CR,NI,825540
CR,PA,120203
CR,PE,8112
CR,PR,11483
CR,PY,11881
CR,SR,1680
CR,SV,40581
CR,TT,3250
CR,US,7802
CR,UY,7336
CR,VC,2083
CW,AG,264541
CW,AR,3060
CW,AW,18000312
CW,BB,82641
CW,BO,1371
CW,BR,1368
CW,BS,64235
CW,BZ,18992
CW,CA,6494
CW,CL,14600
CW,CO,48296
CW,CR,18566
CW,CW,283853111
CW,DO,187969
CW,EC,13060
CW,GD,90809
CW,GF,178601
CW,GP,210352
CW,GT,1330
CW,GY,159324
CW,HN,3418
CW,HT,105395
CW,JM,320103
CW,KY,188495
CW,LC,161589
CW,MQ,70614
CW,MX,1613
CW,NI,2389
CW,PA,31266
CW,PE,8270
CW,PR,21114
CW,PY,2620
CW,SR,1129700
CW,SV,1811
CW,TT,79915
CW,US,8528
CW,UY,3247
CW,VC,180886
DO,AG,196877
DO,AR,8529
DO,AW,195759
DO,BB,5970
DO,BO,6054
DO,BR,4648
DO,BS,54178
DO,BZ,15950
DO,CA,5340
DO,CL,25506
DO,CO,17026
DO,CR,16974
DO,CW,187969
DO,DO,7859381
DO,EC,13244
DO,GD,13145
DO,GF,305076
DO,GP,117515
DO,GT,8389
DO,GY,18698
DO,HN,16779
DO,HT,691174
DO,JM,24612
DO,KY,69199
DO,LC,15276
DO,MQ,51411
DO,MX,6737
DO,NI,17565
DO,PA,47630
DO,PE,7548
DO,PR,147364
DO,PY,13467
DO,SR,55015
DO,SV,10505
DO,TT,17546
DO,US,30940
DO,UY,13730
DO,VC,11070
EC,AG,1233
EC,AR,7662
EC,AW,24238
EC,BB,660
EC,BO,13729
EC,BR,2061
EC,BS,1211
EC,BZ,4607
EC,CA,1640
EC,CL,18187
EC,CO,35776
EC,CR,10940
EC,CW,13060
EC,DO,13244
EC,EC,3832289
EC,GD,949
EC,GF,1811
EC,GP,762
EC,GT,12116
EC,GY,3487
EC,HN,15407
EC,HT,2891
EC,JM,1119
EC,KY,3441
EC,LC,910
EC,MQ,829
EC,MX,9461
EC,NI,15806
EC,PA,17549
EC,PE,21667
EC,PR,5074
EC,PY,15083
EC,SR,1618
EC,SV,11097
EC,TT,5445
EC,US,6536
EC,UY,6273
EC,VC,1064
GD,AG,3622283
GD,AR,867
GD,AW,269008
GD,BB,3358284
GD,BO,633
GD,BR,761
GD,BS,740652
GD,BZ,665200
GD,CA,98742
GD,CL,1371
GD,CO,2424
GD,CR,2138
GD,CW,90809
GD,DO,13145
GD,EC,949
GD,GD,783949334
GD,GF,248981
GD,GP,80674
GD,GT,720
GD,GY,1534447
GD,HN,3701
GD,HT,55817
GD,JM,1412407
GD,KY,365894
GD,LC,5382613
GD,MQ,115370
GD,MX,669
GD,NI,2266
GD,PA,4021
GD,PE,750
GD,PR,5972
GD,PY,885
GD,SR,971861
GD,SV,707
GD,TT,2405693
GD,US,46366
GD,UY,863
GD,VC,29268432
GF,AG,235943
GF,AR,1519
GF,AW,107863
GF,BB,127115
GF,BO,2599
GF,BR,36664
GF,BS,175881
GF,BZ,81829
GF,CA,8557
GF,CL,35541
GF,CO,3806
GF,CR,2163
GF,CW,178601
GF,DO,305076
GF,EC,1811
GF,GD,248981
GF,GF,142265070
GF,GP,3543639
GF,GT,868
GF,GY,1199700
GF,HN,2205
GF,HT,1861003
GF,JM,185107
GF,KY,28193
GF,LC,377225
GF,MQ,5203396
GF,MX,1247
GF,NI,2019
GF,PA,4455
GF,PE,4834
GF,PR,4558
GF,PY,2074
GF,SR,12074287
GF,SV,968
GF,TT,91405
GF,US,7401
GF,UY,1966
GF,VC,166411
GP,AG,802310
GP,AR,956
GP,AW,112172
GP,BB,53125
GP,BO,486
GP,BR,1919
GP,BS,43858
GP,BZ,11428
GP,CA,11263
GP,CL,15349
GP,CO,1259
GP,CR,2088
GP,CW,210352
GP,DO,117515
GP,EC,762
GP,GD,80674
GP,GF,3543639
GP,GP,76681771
GP,GT,419
GP,GY,43310
GP,HN,677
GP,HT,623402
GP,JM,38444
GP,KY,17510
GP,LC,494805
GP,MQ,6574733
GP,MX,579
GP,NI,800
GP,PA,2529
GP,PE,583
GP,PR,4490
GP,PY,596
GP,SR,271886
GP,SV,396
GP,TT,27543
GP,US,4467
GP,UY,1107
GP,VC,86968
GT,AG,890
GT,AR,4826
GT,AW,2618
GT,BB,577
GT,BO,14038
GT,BR,1304
GT,BS,1142
GT,BZ,175610
GT,CA,3032
GT,CL,2863
GT,CO,9098
GT,CR,24883
GT,CW,1330
GT,DO,8389
GT,EC,12116
GT,GD,720
GT,GF,868
GT,GP,419
GT,GT,3848174
GT,GY,2246
GT,HN,76217
GT,HT,2437
GT,JM,897
GT,KY,3298
GT,LC,808
GT,MQ,376
GT,MX,15259
GT,NI,44884
GT,PA,13862
GT,PE,8827
GT,PR,3808
GT,PY,16543
GT,SR,950
GT,SV,62253
GT,TT,984
GT,US,20582
GT,UY,3434
GT,VC,629
GY,AG,3777881
GY,AR,1143
GY,AW,89092
GY,BB,2710388
GY,BO,1626
GY,BR,4871
GY,BS,546996
GY,BZ,1142495
GY,CA,38268
GY,CL,3187
GY,CO,5694
GY,CR,1974
GY,CW,159324
GY,DO,18698
GY,EC,3487
GY,GD,1534447
GY,GF,1199700
GY,GP,43310
GY,GT,2246
GY,GY,94011366
GY,HN,3525
GY,HT,66422
GY,JM,723484
GY,KY,654725
GY,LC,1259893
GY,MQ,79127
GY,MX,1093
GY,NI,3397
GY,PA,5499
GY,PE,3594
GY,PR,2043
GY,PY,2562
GY,SR,2929000
GY,SV,1545
GY,TT,2488726
GY,US,35645
GY,UY,1977
GY,VC,1115400
HN,AG,1999
HN,AR,5543
HN,AW,3426
HN,BB,1258
HN,BO,11375
HN,BR,1628
HN,BS,4660
HN,BZ,166364
HN,CA,2172
HN,CL,3412
HN,CO,12352
HN,CR,40414
HN,CW,3418
HN,DO,16779
HN,EC,15407
HN,GD,3701
HN,GF,2205
HN,GP,677
HN,GT,76217
HN,GY,3525
HN,HN,9052522
HN,HT,5049
HN,JM,2924
HN,KY,462751
HN,LC,3423
HN,MQ,517
HN,MX,17301
HN,NI,110772
HN,PA,26504
HN,PE,9354
HN,PR,6408
HN,PY,18293
HN,SR,2554
HN,SV,112050
HN,TT,2089
HN,US,35318
HN,UY,4247
HN,VC,2464
HT,AG,52380
HT,AR,2543
HT,AW,113154
HT,BB,35180
HT,BO,2310
HT,BR,12179
HT,BS,686629
HT,BZ,17032
HT,CA,23361
HT,CL,118807
HT,CO,3988
HT,CR,2810
HT,CW,105395
HT,DO,691174
HT,EC,2891
HT,GD,55817
HT,GF,1861003
HT,GP,623402
HT,GT,2437
HT,GY,66422
HT,HN,5049
HT,HT,14384672
HT,JM,115636
HT,KY,17725
HT,LC,62632
HT,MQ,400231
HT,MX,2715
HT,NI,6121
HT,PA,6512
HT,PE,1662
HT,PR,2837
HT,PY,4273
HT,SR,195380
HT,SV,2158
HT,TT,19705
HT,US,24020
HT,UY,1617
HT,VC,45663
JM,AG,2598041
JM,AR,878
JM,AW,108127
JM,BB,905768
JM,BO,766
JM,BR,1381
JM,BS,913986
JM,BZ,201507
JM,CA,69992
JM,CL,1850
JM,CO,1561
JM,CR,5776
JM,CW,320103
JM,DO,24612
JM,EC,1119
JM,GD,1412407
JM,GF,185107
JM,GP,38444
JM,GT,897
JM,GY,723484
JM,HN,2924
JM,HT,115636
JM,JM,33604656
JM,KY,7220568
JM,LC,742422
JM,MQ,39926
JM,MX,942
JM,NI,2501
JM,PA,9523
JM,PE,736
JM,PR,2636
JM,PY,1717
JM,SR,589599
JM,SV,1089
JM,TT,574061
JM,US,57876
JM,UY,1068
JM,VC,1233388
KY,AG,1092215
KY,AR,2487
KY,AW,146256
KY,BB,1425980
KY,BO,1464
KY,BR,1819
KY,BS,606896
KY,BZ,504645
KY,CA,106228
KY,CL,2514
KY,CO,9770
KY,CR,48981
KY,CW,188495
KY,DO,69199
KY,EC,3441
KY,GD,365894
KY,GF,28193
KY,GP,17510
KY,GT,3298
KY,GY,654725
KY,HN,462751
KY,HT,17725
KY,JM,7220568
KY,KY,383930175
KY,LC,703077
KY,MQ,16507
KY,MX,2612
KY,NI,191032
KY,PA,27785
KY,PE,3881
KY,PR,9949
KY,PY,1700
KY,SR,60476
KY,SV,3331
KY,TT,377258
KY,US,44214
KY,UY,3659
KY,VC,601754
LC,AG,6556735
LC,AR,628
LC,AW,70389
LC,BB,3924036
LC,BO,500
LC,BR,734
LC,BS,625859
LC,BZ,444854
LC,CA,85192
LC,CL,1671
LC,CO,1130
LC,CR,2401
LC,CW,161589
LC,DO,15276
LC,EC,910
LC,GD,5382613
LC,GF,377225
LC,GP,494805
LC,GT,808
LC,GY,1259893
LC,HN,3423
LC,HT,62632
LC,JM,742422
LC,KY,703077
LC,LC,543651141
LC,MQ,5114087
LC,MX,677
LC,NI,2783
LC,PA,3809
LC,PE,750
LC,PR,3926
LC,PY,1184
LC,SR,612552
LC,SV,836
LC,TT,803436
LC,US,32111
LC,UY,1014
LC,VC,6258641
MQ,AG,234608
MQ,AR,625
MQ,AW,46491
MQ,BB,90954
MQ,BO,402
MQ,BR,1921
MQ,BS,33566
MQ,BZ,12022
MQ,CA,10125
MQ,CL,7813
MQ,CO,810
MQ,CR,1120
MQ,CW,70614
MQ,DO,51411
MQ,EC,829
MQ,GD,115370
MQ,GF,5203396
MQ,GP,6574733
MQ,GT,376
MQ,GY,79127
MQ,HN,517
MQ,HT,400231
MQ,JM,39926
MQ,KY,16507
MQ,LC,5114087
MQ,MQ,91567512
MQ,MX,432
MQ,NI,633
MQ,PA,1777
MQ,PE,509
MQ,PR,2082
MQ,PY,464
MQ,SR,915754
MQ,SV,308
MQ,TT,32551
MQ,US,2971
MQ,UY,733
MQ,VC,149431
MX,AG,852
MX,AR,5546
MX,AW,2759
MX,BB,380
MX,BO,8180
MX,BR,1254
MX,BS,1211
MX,BZ,12252
MX,CA,2399
MX,CL,4182
MX,CO,8559
MX,CR,9368
MX,CW,1613
MX,DO,6737
MX,EC,9461
MX,GD,669
MX,GF,1247
MX,GP,579
MX,GT,15259
MX,GY,1093
MX,HN,17301
MX,HT,2715
MX,JM,942
MX,KY,2612
MX,LC,677
MX,MQ,432
MX,MX,449227
MX,NI,12247
MX,PA,6659
MX,PE,8049
MX,PR,3962
MX,PY,10146
MX,SR,722
MX,SV,12322
MX,TT,975
MX,US,10888
MX,UY,4210
MX,VC,529
NI,AG,1418
NI,AR,6314
NI,AW,4770
NI,BB,932
NI,BO,12661
NI,BR,2063
NI,BS,2356
NI,BZ,44050
NI,CA,2330
NI,CL,3716
NI,CO,14884
NI,CR,825540
NI,CW,2389
NI,DO,17565
NI,EC,15806
NI,GD,2266
NI,GF,2019
NI,GP,800
NI,GT,44884
NI,GY,3397
NI,HN,110772
NI,HT,6121
NI,JM,2501
NI,KY,191032
NI,LC,2783
NI,MQ,633
NI,MX,12247
NI,NI,12382998
NI,PA,200046
NI,PE,10652
NI,PR,6393
NI,PY,20031
NI,SR,1695
NI,SV,63856
NI,TT,2151
NI,US,8907
NI,UY,4543
NI,VC,2776
PA,AG,5837
PA,AR,6770
PA,AW,49504
PA,BB,6102
PA,BO,7780
PA,BR,2407
PA,BS,9389
PA,BZ,14534
PA,CA,2780
PA,CL,14121
PA,CO,46687
PA,CR,120203
PA,CW,31266
PA,DO,47630
PA,EC,17549
PA,GD,4021
PA,GF,4455
PA,GP,2529
PA,GT,13862
PA,GY,5499
PA,HN,26504
PA,HT,6512
PA,JM,9523
PA,KY,27785
PA,LC,3809
PA,MQ,1777
PA,MX,6659
PA,NI,200046
PA,PA,13629151
PA,PE,12442
PA,PR,14262
PA,PY,13323
PA,SR,4510
PA,SV,26545
PA,TT,8123
PA,US,5402
PA,UY,8218
PA,VC,2737
PE,AG,750
PE,AR,11511
PE,AW,21774
PE,BB,440
PE,BO,29132
PE,BR,2123
PE,BS,2302
PE,BZ,2969
PE,CA,1287
PE,CL,28517
PE,CO,20436
PE,CR,8112
PE,CW,8270
PE,DO,7548
PE,EC,21667
PE,GD,750
PE,GF,4834
PE,GP,583
PE,GT,8827
PE,GY,3594
PE,HN,9354
PE,HT,1662
PE,JM,736
PE,KY,3881
PE,LC,750
PE,MQ,509
PE,MX,8049
PE,NI,10652
PE,PA,12442
PE,PE,1441037
PE,PR,3774
PE,PY,17369
PE,SR,1306
PE,SV,7592
PE,TT,6525
PE,US,2260
PE,UY,7071
PE,VC,569
PR,AG,16901
PR,AR,4145
PR,AW,39012
PR,BB,3847
PR,BO,2131
PR,BR,1137
PR,BS,4248
PR,BZ,6146
PR,CA,1670
PR,CL,4605
PR,CO,7050
PR,CR,11483
PR,CW,21114
PR,DO,147364
PR,EC,5074
PR,GD,5972
PR,GF,4558
PR,GP,4490
PR,GT,3808
PR,GY,2043
PR,HN,6408
PR,HT,2837
PR,JM,2636
PR,KY,9949
PR,LC,3926
PR,MQ,2082
PR,MX,3962
PR,NI,6393
PR,PA,14262
PR,PE,3774
PR,PR,20397395
PR,PY,4260
PR,SR,1951
PR,SV,5853
PR,TT,3471
PR,US,83891
PR,UY,5361
PR,VC,2905
PY,AG,1033
PY,AR,191952
PY,AW,4200
PY,BB,718
PY,BO,31379
PY,BR,20058
PY,BS,801
PY,BZ,7208
PY,CA,1129
PY,CL,16426
PY,CO,12405
PY,CR,11881
PY,CW,2620
PY,DO,13467
PY,EC,15083
PY,GD,885
PY,GF,2074
PY,GP,596
PY,GT,16543
PY,GY,2562
PY,HN,18293
PY,HT,4273
PY,JM,1717
PY,KY,1700
PY,LC,1184
PY,MQ,464
PY,MX,10146
PY,NI,20031
PY,PA,13323
PY,PE,17369
PY,PR,4260
PY,PY,22377728
PY,SR,1629
PY,SV,16309
PY,TT,1849
PY,US,2364
PY,UY,38246
PY,VC,782
SR,AG,575311
SR,AR,799
SR,AW,983281
SR,BB,305859
SR,BO,1146
SR,BR,10776
SR,BS,514764
SR,BZ,425190
SR,CA,3559
SR,CL,3843
SR,CO,2371
SR,CR,1680
SR,CW,1129700
SR,DO,55015
SR,EC,1618
SR,GD,971861
SR,GF,12074287
SR,GP,271886
SR,GT,950
SR,GY,2929000
SR,HN,2554
SR,HT,195380
SR,JM,589599
SR,KY,60476
SR,LC,612552
SR,MQ,915754
SR,MX,722
SR,NI,1695
SR,PA,4510
SR,PE,1306
SR,PR,1951
SR,PY,1629
SR,SR,166059344
SR,SV,920
SR,TT,424229
SR,US,5340
SR,UY,2801
SR,VC,653302
SV,AG,1009
SV,AR,5133
SV,AW,3225
SV,BB,531
SV,BO,9801
SV,BR,1364
SV,BS,750
SV,BZ,93650
SV,CA,3940
SV,CL,3650
SV,CO,9242
SV,CR,40581
SV,CW,1811
SV,DO,10505
SV,EC,11097
SV,GD,707
SV,GF,968
SV,GP,396
SV,GT,62253
SV,GY,1545
SV,HN,112050
SV,HT,2158
SV,JM,1089
SV,KY,3331
SV,LC,836
SV,MQ,308
SV,MX,12322
SV,NI,63856
SV,PA,26545
SV,PE,7592
SV,PR,5853
SV,PY,16309
SV,SR,920
SV,SV,7168755
SV,TT,1138
SV,US,25900
SV,UY,4464
SV,VC,972
TT,AG,770187
TT,AR,1536
TT,AW,85165
TT,BB,931273
TT,BO,1255
TT,BR,2313
TT,BS,170291
TT,BZ,119605
TT,CA,32328
TT,CL,5483
TT,CO,9729
TT,CR,3250
TT,CW,79915
TT,DO,17546
TT,EC,5445
TT,GD,2405693
TT,GF,91405
TT,GP,27543
TT,GT,984
TT,GY,2488726
TT,HN,2089
TT,HT,19705
TT,JM,574061
TT,KY,377258
TT,LC,803436
TT,MQ,32551
TT,MX,975
TT,NI,2151
TT,PA,8123
TT,PE,6525
TT,PR,3471
TT,PY,1849
TT,SR,424229
TT,SV,1138
TT,TT,56111152
TT,US,21300
TT,UY,1994
TT,VC,1663484
US,AG,56333
US,AR,1488
US,AW,13231
US,BB,23977
US,BO,1617
US,BR,1511
US,BS,49044
US,BZ,27538
US,CA,10448
US,CL,2311
US,CO,3629
US,CR,7802
US,CW,8528
US,DO,30940
US,EC,6536
US,GD,46366
US,GF,7401
US,GP,4467
US,GT,20582
US,GY,35645
US,HN,35318
US,HT,24020
US,JM,57876
US,KY,44214
US,LC,32111
US,MQ,2971
US,MX,10888
US,NI,8907
US,PA,5402
US,PE,2260
US,PR,83891
US,PY,2364
US,SR,5340
US,SV,25900
US,TT,21300
US,US,212464
US,UY,2455
US,VC,26879
UY,AG,1580
UY,AR,62303
UY,AW,6391
UY,BB,1353
UY,BO,6659
UY,BR,9542
UY,BS,2240
UY,BZ,1853
UY,CA,1746
UY,CL,15217
UY,CO,6918
UY,CR,7336
UY,CW,3247
UY,DO,13730
UY,EC,6273
UY,GD,863
UY,GF,1966
UY,GP,1107
UY,GT,3434
UY,GY,1977
UY,HN,4247
UY,HT,1617
UY,JM,1068
UY,KY,3659
UY,LC,1014
UY,MQ,733
UY,MX,4210
UY,NI,4543
UY,PA,8218
UY,PE,7071
UY,PR,5361
UY,PY,38246
UY,SR,2801
UY,SV,4464
UY,TT,1994
UY,US,2455
UY,UY,19194107
UY,VC,1567
VC,AG,11065040
VC,AR,475
VC,AW,86054
VC,BB,8757277
VC,BO,758
VC,BR,606
VC,BS,505154
VC,BZ,368009
VC,CA,147848
VC,CL,906
VC,CO,957
VC,CR,2083
VC,CW,180886
VC,DO,11070
VC,EC,1064
VC,GD,29268432
VC,GF,166411
VC,GP,86968
VC,GT,629
VC,GY,1115400
VC,HN,2464
VC,HT,45663
VC,JM,1233388
VC,KY,601754
VC,LC,6258641
VC,MQ,149431
VC,MX,529
VC,NI,2776
VC,PA,2737
VC,PE,569
VC,PR,2905
VC,PY,782
VC,SR,653302
VC,SV,972
VC,TT,1663484
VC,US,26879
VC,UY,1567
VC,VC,604786369
