user_loc	fr_loc	scaled_sci
BY	SK	3454
BY	UA	51169
CH	AL	36294
CH	AT	103987
CH	BA	96293
CH	BE	29544
CH	BG	18035
CH	BY	4541
CH	CH	6278710
CH	CY	16551
CH	CZ	14526
CH	DE	67079
CH	DK	19279
CH	EE	13261
CH	ES	21241
CH	FI	15945
CH	FR	41110
CH	GB	15031
CH	GR	29425
CH	HR	44368
CH	HU	40240
CH	IE	15852
CH	IM	14204
CH	IS	35772
CH	IT	65202
CH	LT	10129
CH	LU	127625
CH	LV	16278
CH	MD	14351
CH	ME	62451
CH	MK	299321
CH	MT	30773
CH	NL	21266
CH	NO	20481
CH	PL	14613
CH	PT	241852
CH	RO	29161
CH	RS	101205
CH	SE	24616
CH	SI	69886
CH	SK	35359
CH	UA	3418
CY	AL	14261
CY	AT	15231
CY	BA	5151
CY	BE	11521
CY	BG	127452
CY	BY	24395
CY	CH	16551
CY	CY	56319033
CY	CZ	8523
CY	DE	17667
CY	DK	9772
CY	EE	15540
CY	ES	6566
CY	FI	9240
CY	FR	5105
CY	GB	55685
CY	GR	664857
CY	HR	6149
CY	HU	10609
CY	IE	13907
CY	IM	24280
CY	IS	16369
CY	IT	9203
CY	LT	23234
CY	LU	29356
CY	LV	30786
CY	MD	42601
CY	ME	27631
CY	MK	15175
CY	MT	64439
CY	NL	13944
CY	NO	10753
CY	PL	5876
CY	PT	9694
CY	RO	58091
CY	RS	17005
CY	SE	14662
CY	SI	10025
CY	SK	13674
CY	UA	11712
CZ	AL	2997
CZ	AT	20745
CZ	BA	6978
CZ	BE	5086
CZ	BG	20132
CZ	BY	7821
CZ	CH	14526
CZ	CY	8523
CZ	CZ	3925843
CZ	DE	9749
CZ	DK	5640
CZ	EE	6376
CZ	ES	3314
CZ	FI	4900
CZ	FR	2663
CZ	GB	7859
CZ	GR	5665
CZ	HR	10050
CZ	HU	10164
CZ	IE	9460
CZ	IM	5566
CZ	IS	18588
CZ	IT	4446
CZ	LT	4178
CZ	LU	9740
CZ	LV	6780
CZ	MD	32196
CZ	ME	9135
CZ	MK	20263
CZ	MT	13191
CZ	NL	5995
CZ	NO	5338
CZ	PL	8194
CZ	PT	3692
CZ	RO	8101
CZ	RS	13510
CZ	SE	4445
CZ	SI	11587
CZ	SK	305718
CZ	UA	41768
DE	AL	36557
DE	AT	94662
DE	BA	98577
DE	BE	13731
DE	BG	55216
DE	BY	5055
DE	CH	67079
DE	CY	17667
DE	CZ	9749
DE	DE	719479
DE	DK	14590
DE	EE	7796
DE	ES	8660
DE	FI	8171
DE	FR	7098
DE	GB	8767
DE	GR	36666
DE	HR	66655
DE	HU	30565
DE	IE	10870
DE	IM	5403
DE	IS	20537
DE	IT	16342
DE	LT	14356
DE	LU	71833
DE	LV	17502
DE	MD	41481
DE	ME	47327
DE	MK	97724
DE	MT	18426
DE	NL	19959
DE	NO	11594
DE	PL	26395
DE	PT	13243
DE	RO	68789
DE	RS	51101
DE	SE	15602
DE	SI	26673
DE	SK	11562
DE	UA	5290
DK	AL	3446
DK	AT	13630
DK	BA	19088
DK	BE	9253
DK	BG	17412
DK	BY	2369
DK	CH	19279
DK	CY	9772
DK	CZ	5640
DK	DE	14590
DK	DK	9084985
DK	EE	18236
DK	ES	6653
DK	FI	18668
DK	FR	3961
DK	GB	10440
DK	GR	10725
DK	HR	10263
DK	HU	11102
DK	IE	10979
DK	IM	6824
DK	IS	358406
DK	IT	6547
DK	LT	45718
DK	LU	23860
DK	LV	31626
DK	MD	10011
DK	ME	24324
DK	MK	22592
DK	MT	23039
DK	NL	14511
DK	NO	107686
DK	PL	14039
DK	PT	8961
DK	RO	28030
DK	RS	10316
DK	SE	67166
DK	SI	8994
DK	SK	8541
DK	UA	3902
EE	AL	2051
EE	AT	8845
EE	BA	1582
EE	BE	8651
EE	BG	6030
EE	BY	26277
EE	CH	13261
EE	CY	15540
EE	CZ	6376
EE	DE	7796
EE	DK	18236
EE	EE	35939453
EE	ES	5503
EE	FI	388267
EE	FR	3056
EE	GB	9518
EE	GR	5376
EE	HR	4753
EE	HU	5083
EE	IE	16541
EE	IM	7547
EE	IS	37944
EE	IT	4695
EE	LT	46492
EE	LU	30352
EE	LV	196705
EE	MD	14237
EE	ME	7648
EE	MK	5562
EE	MT	35134
EE	NL	9363
EE	NO	32844
EE	PL	4157
EE	PT	5911
EE	RO	2723
EE	RS	3842
EE	SE	25764
EE	SI	8837
EE	SK	4036
EE	UA	24605
ES	AL	3427
ES	AT	8224
ES	BA	1930
ES	BE	13070
ES	BG	18496
ES	BY	3142
ES	CH	21241
ES	CY	6566
ES	CZ	3314
ES	DE	8660
ES	DK	6653
ES	EE	5503
ES	ES	1074854
ES	FI	5678
ES	FR	9049
ES	GB	11360
ES	GR	5828
ES	HR	3137
ES	HU	3830
ES	IE	14848
ES	IM	9362
ES	IS	15971
ES	IT	15696
ES	LT	6079
ES	LU	18985
ES	LV	5078
ES	MD	9941
ES	ME	4011
ES	MK	2780
ES	MT	18333
ES	NL	10020
ES	NO	7739
ES	PL	3114
ES	PT	26441
ES	RO	44581
ES	RS	3600
ES	SE	6800
ES	SI	5230
ES	SK	3049
ES	UA	3689
FI	AL	5104
FI	AT	10308
FI	BA	6753
FI	BE	7394
FI	BG	6805
FI	BY	4014
FI	CH	15945
FI	CY	9240
FI	CZ	4900
FI	DE	8171
FI	DK	18668
FI	EE	388267
FI	ES	5678
FI	FI	9068132
FI	FR	3160
FI	GB	6821
FI	GR	7390
FI	HR	4742
FI	HU	6485
FI	IE	8096
FI	IM	5514
FI	IS	38086
FI	IT	4415
FI	LT	11694
FI	LU	19853
FI	LV	36452
FI	MD	5138
FI	ME	4103
FI	MK	6104
FI	MT	28667
FI	NL	9228
FI	NO	29324
FI	PL	3411
FI	PT	5265
FI	RO	5381
FI	RS	4586
FI	SE	68403
FI	SI	8181
FI	SK	3575
FI	UA	4180
FR	AL	9331
FR	AT	6431
FR	BA	4417
FR	BE	40013
FR	BG	6536
FR	BY	2086
FR	CH	41110
FR	CY	5105
FR	CZ	2663
FR	DE	7098
FR	DK	3961
FR	EE	3056
FR	ES	9049
FR	FI	3160
FR	FR	550941
FR	GB	6233
FR	GR	5798
FR	HR	3026
FR	HU	2669
FR	IE	6897
FR	IM	3735
FR	IS	6173
FR	IT	9863
FR	LT	2465
FR	LU	91265
FR	LV	2817
FR	MD	21415
FR	ME	6710
FR	MK	5184
FR	MT	12798
FR	NL	6873
FR	NO	3943
FR	PL	2600
FR	PT	42322
FR	RO	14300
FR	RS	7603
FR	SE	4514
FR	SI	3893
FR	SK	2162
FR	UA	1791
GB	AL	24637
GB	AT	9074
GB	BA	2130
GB	BE	8675
GB	BG	36384
GB	BY	2026
GB	CH	15031
GB	CY	55685
GB	CZ	7859
GB	DE	8767
GB	DK	10440
GB	EE	9518
GB	ES	11360
GB	FI	6821
GB	FR	6233
GB	GB	771894
GB	GR	20355
GB	HR	4944
GB	HU	16668
GB	IE	92677
GB	IM	226471
GB	IS	20674
GB	IT	11968
GB	LT	43236
GB	LU	18602
GB	LV	39433
GB	MD	24654
GB	ME	4162
GB	MK	9020
GB	MT	51182
GB	NL	11637
GB	NO	12832
GB	PL	22410
GB	PT	26369
GB	RO	57742
GB	RS	3884
GB	SE	10874
GB	SI	5701
GB	SK	16014
GB	UA	1917
GR	AL	435108
GR	AT	17363
GR	BA	8065
GR	BE	15933
GR	BG	51935
GR	BY	3892
GR	CH	29425
GR	CY	664857
GR	CZ	5665
GR	DE	36666
GR	DK	10725
GR	EE	5376
GR	ES	5828
GR	FI	7390
GR	FR	5798
GR	GB	20355
GR	GR	9564853
GR	HR	6065
GR	HU	4840
GR	IE	8694
GR	IM	10230
GR	IS	13794
GR	IT	13899
GR	LT	4948
GR	LU	46109
GR	LV	5728
GR	MD	12789
GR	ME	16274
GR	MK	33101
GR	MT	31535
GR	NL	19587
GR	NO	12669
GR	PL	3712
GR	PT	5113
GR	RO	15649
GR	RS	21351
GR	SE	18395
GR	SI	7218
GR	SK	5080
GR	UA	3829
HR	AL	22880
HR	AT	120554
HR	BA	819998
HR	BE	8091
HR	BG	7604
HR	BY	2964
HR	CH	44368
HR	CY	6149
HR	CZ	10050
HR	DE	66655
HR	DK	10263
HR	EE	4753
HR	ES	3137
HR	FI	4742
HR	FR	3026
HR	GB	4944
HR	GR	6065
HR	HR	17122244
HR	HU	11418
HR	IE	55128
HR	IM	3971
HR	IS	27035
HR	IT	9721
HR	LT	3912
HR	LU	27744
HR	LV	4574
HR	MD	1352
HR	ME	298044
HR	MK	188308
HR	MT	19498
HR	NL	9893
HR	NO	14718
HR	PL	3608
HR	PT	4074
HR	RO	4259
HR	RS	307961
HR	SE	19150
HR	SI	466108
HR	SK	13290
HR	UA	2566
HU	AL	4449
HU	AT	138438
HU	BA	4095
HU	BE	7472
HU	BG	5142
HU	BY	2349
HU	CH	40240
HU	CY	10609
HU	CZ	10164
HU	DE	30565
HU	DK	11102
HU	EE	5083
HU	ES	3830
HU	FI	6485
HU	FR	2669
HU	GB	16668
HU	GR	4840
HU	HR	11418
HU	HU	9214411
HU	IE	19119
HU	IM	7929
HU	IS	16863
HU	IT	4709
HU	LT	2766
HU	LU	21808
HU	LV	3528
HU	MD	2421
HU	ME	9304
HU	MK	7232
HU	MT	37574
HU	NL	14995
HU	NO	7808
HU	PL	3132
HU	PT	3190
HU	RO	73915
HU	RS	52787
HU	SE	8973
HU	SI	13133
HU	SK	85618
HU	UA	17019
IE	AL	7175
IE	AT	11662
IE	BA	9693
IE	BE	10744
IE	BG	14301
IE	BY	3352
IE	CH	15852
IE	CY	13907
IE	CZ	9460
IE	DE	10870
IE	DK	10979
IE	EE	16541
IE	ES	14848
IE	FI	8096
IE	FR	6897
IE	GB	92677
IE	GR	8694
IE	HR	55128
IE	HU	19119
IE	IE	12118661
IE	IM	149767
IE	IS	24959
IE	IT	11827
IE	LT	98299
IE	LU	30015
IE	LV	102048
IE	MD	88938
IE	ME	5172
IE	MK	4331
IE	MT	57721
IE	NL	14881
IE	NO	11961
IE	PL	35931
IE	PT	19395
IE	RO	51265
IE	RS	7563
IE	SE	10915
IE	SI	7736
IE	SK	22371
IE	UA	2262
IM	AL	1184
IM	AT	6688
IM	BA	621
IM	BE	5069
IM	BG	72528
IM	BY	1531
IM	CH	14204
IM	CY	24280
IM	CZ	5566
IM	DE	5403
IM	DK	6824
IM	EE	7547
IM	ES	9362
IM	FI	5514
IM	FR	3735
IM	GB	226471
IM	GR	10230
IM	HR	3971
IM	HU	7929
IM	IE	149767
IM	IM	512113730
IM	IS	15107
IM	IT	6077
IM	LT	4556
IM	LU	23618
IM	LV	20050
IM	MD	3258
IM	ME	1923
IM	MK	2165
IM	MT	109937
IM	NL	8770
IM	NO	9423
IM	PL	10868
IM	PT	22117
IM	RO	17160
IM	RS	1838
IM	SE	7896
IM	SI	2532
IM	SK	9149
IM	UA	833
IS	AL	14835
IS	AT	25700
IS	BA	18703
IS	BE	17197
IS	BG	13553
IS	BY	3501
IS	CH	35772
IS	CY	16369
IS	CZ	18588
IS	DE	20537
IS	DK	358406
IS	EE	37944
IS	ES	15971
IS	FI	38086
IS	FR	6173
IS	GB	20674
IS	GR	13794
IS	HR	27035
IS	HU	16863
IS	IE	24959
IS	IM	15107
IS	IS	185439922
IS	IT	8786
IS	LT	143942
IS	LU	88470
IS	LV	135912
IS	MD	17271
IS	ME	16987
IS	MK	16054
IS	MT	46748
IS	NL	23177
IS	NO	286800
IS	PL	87649
IS	PT	30492
IS	RO	20616
IS	RS	29351
IS	SE	126103
IS	SI	24842
IS	SK	15959
IS	UA	2695
IT	AL	92964
IT	AT	17629
IT	BA	10320
IT	BE	14332
IT	BG	10441
IT	BY	5013
IT	CH	65202
IT	CY	9203
IT	CZ	4446
IT	DE	16342
IT	DK	6547
IT	EE	4695
IT	ES	15696
IT	FI	4415
IT	FR	9863
IT	GB	11968
IT	GR	13899
IT	HR	9721
IT	HU	4709
IT	IE	11827
IT	IM	6077
IT	IS	8786
IT	IT	1759672
IT	LT	4210
IT	LU	45777
IT	LV	4791
IT	MD	60925
IT	ME	12090
IT	MK	29216
IT	MT	80569
IT	NL	9112
IT	NO	5096
IT	PL	4140
IT	PT	8703
IT	RO	59631
IT	RS	11333
IT	SE	5577
IT	SI	15214
IT	SK	4486
IT	UA	7682
LT	AL	1763
LT	AT	6246
LT	BA	1564
LT	BE	6638
LT	BG	5260
LT	BY	59070
LT	CH	10129
LT	CY	23234
LT	CZ	4178
LT	DE	14356
LT	DK	45718
LT	EE	46492
LT	ES	6079
LT	FI	11694
LT	FR	2465
LT	GB	43236
LT	GR	4948
LT	HR	3912
LT	HU	2766
LT	IE	98299
LT	IM	4556
LT	IS	143942
LT	IT	4210
LT	LT	15951683
LT	LU	23651
LT	LV	159795
LT	MD	6291
LT	ME	4051
LT	MK	3669
LT	MT	28855
LT	NL	16966
LT	NO	116395
LT	PL	7060
LT	PT	4568
LT	RO	2755
LT	RS	3437
LT	SE	26604
LT	SI	5665
LT	SK	3689
LT	UA	11146
LU	AL	33111
LU	AT	53894
LU	BA	98590
LU	BE	231267
LU	BG	21580
LU	BY	7409
LU	CH	127625
LU	CY	29356
LU	CZ	9740
LU	DE	71833
LU	DK	23860
LU	EE	30352
LU	ES	18985
LU	FI	19853
LU	FR	91265
LU	GB	18602
LU	GR	46109
LU	HR	27744
LU	HU	21808
LU	IE	30015
LU	IM	23618
LU	IS	88470
LU	IT	45777
LU	LT	23651
LU	LU	64423473
LU	LV	24534
LU	MD	25554
LU	ME	434571
LU	MK	43381
LU	MT	87976
LU	NL	36805
LU	NO	14525
LU	PL	12025
LU	PT	753537
LU	RO	34786
LU	RS	54349
LU	SE	20141
LU	SI	45228
LU	SK	12390
LU	UA	4532
LV	AL	2110
LV	AT	10714
LV	BA	1976
LV	BE	8175
LV	BG	7623
LV	BY	53829
LV	CH	16278
LV	CY	30786
LV	CZ	6780
LV	DE	17502
LV	DK	31626
LV	EE	196705
LV	ES	5078
LV	FI	36452
LV	FR	2817
LV	GB	39433
LV	GR	5728
LV	HR	4574
LV	HU	3528
LV	IE	102048
LV	IM	20050
LV	IS	135912
LV	IT	4791
LV	LT	159795
LV	LU	24534
LV	LV	28485607
LV	MD	11184
LV	ME	8813
LV	MK	5120
LV	MT	48426
LV	NL	25266
LV	NO	61210
LV	PL	5180
LV	PT	5016
LV	RO	3068
LV	RS	4267
LV	SE	25733
LV	SI	7930
LV	SK	5344
LV	UA	18660
MD	AL	7923
MD	AT	14191
MD	BA	1381
MD	BE	21183
MD	BG	10187
MD	BY	19671
MD	CH	14351
MD	CY	42601
MD	CZ	32196
MD	DE	41481
MD	DK	10011
MD	EE	14237
MD	ES	9941
MD	FI	5138
MD	FR	21415
MD	GB	24654
MD	GR	12789
MD	HR	1352
MD	HU	2421
MD	IE	88938
MD	IM	3258
MD	IS	17271
MD	IT	60925
MD	LT	6291
MD	LU	25554
MD	LV	11184
MD	MD	16611654
MD	ME	5996
MD	MK	4325
MD	MT	11116
MD	NL	9811
MD	NO	5473
MD	PL	6429
MD	PT	25218
MD	RO	145335
MD	RS	2974
MD	SE	3042
MD	SI	2589
MD	SK	2294
MD	UA	31083
ME	AL	211907
ME	AT	65760
ME	BA	1102079
ME	BE	11965
ME	BG	15576
ME	BY	23293
ME	CH	62451
ME	CY	27631
ME	CZ	9135
ME	DE	47327
ME	DK	24324
ME	EE	7648
ME	ES	4011
ME	FI	4103
ME	FR	6710
ME	GB	4162
ME	GR	16274
ME	HR	298044
ME	HU	9304
ME	IE	5172
ME	IM	1923
ME	IS	16987
ME	IT	12090
ME	LT	4051
ME	LU	434571
ME	LV	8813
ME	MD	5996
ME	ME	123752304
ME	MK	444356
ME	MT	63265
ME	NL	10452
ME	NO	17643
ME	PL	3660
ME	PT	3235
ME	RO	6322
ME	RS	2170466
ME	SE	33528
ME	SI	259745
ME	SK	17017
ME	UA	12536
MK	AL	301734
MK	AT	126223
MK	BA	161234
MK	BE	24466
MK	BG	98977
MK	BY	6655
MK	CH	299321
MK	CY	15175
MK	CZ	20263
MK	DE	97724
MK	DK	22592
MK	EE	5562
MK	ES	2780
MK	FI	6104
MK	FR	5184
MK	GB	9020
MK	GR	33101
MK	HR	188308
MK	HU	7232
MK	IE	4331
MK	IM	2165
MK	IS	16054
MK	IT	29216
MK	LT	3669
MK	LU	43381
MK	LV	5120
MK	MD	4325
MK	ME	444356
MK	MK	48535299
MK	MT	308434
MK	NL	14403
MK	NO	17353
MK	PL	2611
MK	PT	3018
MK	RO	7102
MK	RS	403950
MK	SE	44628
MK	SI	452480
MK	SK	34022
MK	UA	4228
MT	AL	94354
MT	AT	24663
MT	BA	36736
MT	BE	27299
MT	BG	54813
MT	BY	6397
MT	CH	30773
MT	CY	64439
MT	CZ	13191
MT	DE	18426
MT	DK	23039
MT	EE	35134
MT	ES	18333
MT	FI	28667
MT	FR	12798
MT	GB	51182
MT	GR	31535
MT	HR	19498
MT	HU	37574
MT	IE	57721
MT	IM	109937
MT	IS	46748
MT	IT	80569
MT	LT	28855
MT	LU	87976
MT	LV	48426
MT	MD	11116
MT	ME	63265
MT	MK	308434
MT	MT	166628028
MT	NL	24601
MT	NO	24568
MT	PL	11372
MT	PT	23341
MT	RO	22914
MT	RS	209423
MT	SE	38869
MT	SI	34112
MT	SK	15656
MT	UA	5993
NL	AL	4516
NL	AT	17798
NL	BA	13621
NL	BE	88222
NL	BG	34772
NL	BY	3372
NL	CH	21266
NL	CY	13944
NL	CZ	5995
NL	DE	19959
NL	DK	14511
NL	EE	9363
NL	ES	10020
NL	FI	9228
NL	FR	6873
NL	GB	11637
NL	GR	19587
NL	HR	9893
NL	HU	14995
NL	IE	14881
NL	IM	8770
NL	IS	23177
NL	IT	9112
NL	LT	16966
NL	LU	36805
NL	LV	25266
NL	MD	9811
NL	ME	10452
NL	MK	14403
NL	MT	24601
NL	NL	2765932
NL	NO	14412
NL	PL	33589
NL	PT	18785
NL	RO	21652
NL	RS	9455
NL	SE	15420
NL	SI	11652
NL	SK	8509
NL	UA	2578
NO	AL	8590
NO	AT	12104
NO	BA	23508
NO	BE	8312
NO	BG	12099
NO	BY	3339
NO	CH	20481
NO	CY	10753
NO	CZ	5338
NO	DE	11594
NO	DK	107686
NO	EE	32844
NO	ES	7739
NO	FI	29324
NO	FR	3943
NO	GB	12832
NO	GR	12669
NO	HR	14718
NO	HU	7808
NO	IE	11961
NO	IM	9423
NO	IS	286800
NO	IT	5096
NO	LT	116395
NO	LU	14525
NO	LV	61210
NO	MD	5473
NO	ME	17643
NO	MK	17353
NO	MT	24568
NO	NL	14412
NO	NO	12892663
NO	PL	30301
NO	PT	9277
NO	RO	12517
NO	RS	20764
NO	SE	128548
NO	SI	9408
NO	SK	8397
NO	UA	2158
PL	AL	1602
PL	AT	15110
PL	BA	1449
PL	BE	11792
PL	BG	3814
PL	BY	17823
PL	CH	14613
PL	CY	5876
PL	CZ	8194
PL	DE	26395
PL	DK	14039
PL	EE	4157
PL	ES	3114
PL	FI	3411
PL	FR	2600
PL	GB	22410
PL	GR	3712
PL	HR	3608
PL	HU	3132
PL	IE	35931
PL	IM	10868
PL	IS	87649
PL	IT	4140
PL	LT	7060
PL	LU	12025
PL	LV	5180
PL	MD	6429
PL	ME	3660
PL	MK	2611
PL	MT	11372
PL	NL	33589
PL	NO	30301
PL	PL	1953202
PL	PT	3023
PL	RO	2459
PL	RS	2488
PL	SE	12039
PL	SI	3757
PL	SK	6209
PL	UA	33472
PT	AL	1746
PT	AT	9027
PT	BA	1628
PT	BE	28992
PT	BG	6222
PT	BY	2242
PT	CH	241852
PT	CY	9694
PT	CZ	3692
PT	DE	13243
PT	DK	8961
PT	EE	5911
PT	ES	26441
PT	FI	5265
PT	FR	42322
PT	GB	26369
PT	GR	5113
PT	HR	4074
PT	HU	3190
PT	IE	19395
PT	IM	22117
PT	IS	30492
PT	IT	8703
PT	LT	4568
PT	LU	753537
PT	LV	5016
PT	MD	25218
PT	ME	3235
PT	MK	3018
PT	MT	23341
PT	NL	18785
PT	NO	9277
PT	PL	3023
PT	PT	8997082
PT	RO	8676
PT	RS	3524
PT	SE	6697
PT	SI	6304
PT	SK	2586
PT	UA	5133
RO	AL	6503
RO	AT	91149
RO	BA	3263
RO	BE	44339
RO	BG	8612
RO	BY	2150
RO	CH	29161
RO	CY	58091
RO	CZ	8101
RO	DE	68789
RO	DK	28030
RO	EE	2723
RO	ES	44581
RO	FI	5381
RO	FR	14300
RO	GB	57742
RO	GR	15649
RO	HR	4259
RO	HU	73915
RO	IE	51265
RO	IM	17160
RO	IS	20616
RO	IT	59631
RO	LT	2755
RO	LU	34786
RO	LV	3068
RO	MD	145335
RO	ME	6322
RO	MK	7102
RO	MT	22914
RO	NL	21652
RO	NO	12517
RO	PL	2459
RO	PT	8676
RO	RO	5119095
RO	RS	10401
RO	SE	11971
RO	SI	4622
RO	SK	9291
RO	UA	2872
RS	AL	26551
RS	AT	221432
RS	BA	796560
RS	BE	9767
RS	BG	26796
RS	BY	6958
RS	CH	101205
RS	CY	17005
RS	CZ	13510
RS	DE	51101
RS	DK	10316
RS	EE	3842
RS	ES	3600
RS	FI	4586
RS	FR	7603
RS	GB	3884
RS	GR	21351
RS	HR	307961
RS	HU	52787
RS	IE	7563
RS	IM	1838
RS	IS	29351
RS	IT	11333
RS	LT	3437
RS	LU	54349
RS	LV	4267
RS	MD	2974
RS	ME	2170466
RS	MK	403950
RS	MT	209423
RS	NL	9455
RS	NO	20764
RS	PL	2488
RS	PT	3524
RS	RO	10401
RS	RS	14145552
RS	SE	31899
RS	SI	268717
RS	SK	49452
RS	UA	3477
SE	AL	15332
SE	AT	16537
SE	BA	50771
SE	BE	9562
SE	BG	7824
SE	BY	3870
SE	CH	24616
SE	CY	14662
SE	CZ	4445
SE	DE	15602
SE	DK	67166
SE	EE	25764
SE	ES	6800
SE	FI	68403
SE	FR	4514
SE	GB	10874
SE	GR	18395
SE	HR	19150
SE	HU	8973
SE	IE	10915
SE	IM	7896
SE	IS	126103
SE	IT	5577
SE	LT	26604
SE	LU	20141
SE	LV	25733
SE	MD	3042
SE	ME	33528
SE	MK	44628
SE	MT	38869
SE	NL	15420
SE	NO	128548
SE	PL	12039
SE	PT	6697
SE	RO	11971
SE	RS	31899
SE	SE	3982458
SE	SI	12265
SE	SK	3572
SE	UA	3261
SI	AL	16437
SI	AT	176074
SI	BA	1157591
SI	BE	11999
SI	BG	12993
SI	BY	4797
SI	CH	69886
SI	CY	10025
SI	CZ	11587
SI	DE	26673
SI	DK	8994
SI	EE	8837
SI	ES	5230
SI	FI	8181
SI	FR	3893
SI	GB	5701
SI	GR	7218
SI	HR	466108
SI	HU	13133
SI	IE	7736
SI	IM	2532
SI	IS	24842
SI	IT	15214
SI	LT	5665
SI	LU	45228
SI	LV	7930
SI	MD	2589
SI	ME	259745
SI	MK	452480
SI	MT	34112
SI	NL	11652
SI	NO	9408
SI	PL	3757
SI	PT	6304
SI	RO	4622
SI	RS	268717
SI	SE	12265
SI	SI	42920791
SI	SK	13354
SI	UA	3165
SK	AL	4095
SK	AT	72087
SK	BA	10450
SK	BE	6190
SK	BG	13949
SK	BY	3454
SK	CH	35359
SK	CY	13674
SK	CZ	305718
SK	DE	11562
SK	DK	8541
SK	EE	4036
SK	ES	3049
SK	FI	3575
SK	FR	2162
SK	GB	16014
SK	GR	5080
SK	HR	13290
