,scaled_sci,user,friend
28894,5124,SUR,CMR
28895,2371,SUR,COL
28896,1680,SUR,CRI
28897,2988,SUR,CPV
28898,1129700,SUR,CUW
28899,2269,SUR,CYP
28900,569,SUR,CZE
28901,904,SUR,DEU
28902,1223,SUR,DJI
28903,509,SUR,DNK
28904,55015,SUR,DOM
28905,758,SUR,DZA
28906,1618,SUR,ECU
28907,388,SUR,EST
28908,545,SUR,EGY
28909,1742,SUR,ESP
28910,823,SUR,ETH
28911,347,SUR,FIN
28912,159563,SUR,FJI
28913,602079,SUR,FSM
28914,23074,SUR,FRA
28915,7102,SUR,GAB
28916,1468,SUR,GBR
28917,971861,SUR,GRD
28918,383,SUR,GEO
28919,12074287,SUR,GUF
28920,6053,SUR,GHA
28921,8549,SUR,GMB
28922,3345,SUR,GIN
28923,271886,SUR,GLP
28924,6270,SUR,GNQ
28925,1096,SUR,GRC
28926,950,SUR,GTM
28927,111825,SUR,GUM
28928,3390,SUR,GNB
28929,2929000,SUR,GUY
28930,1731,SUR,HKG
28931,2554,SUR,HND
28932,534,SUR,HRV
28933,195380,SUR,HTI
28934,370,SUR,HUN
28935,1180,SUR,IDN
28936,1037,SUR,IRL
28937,1401,SUR,IMN
28938,701,SUR,IND
28939,829,SUR,ISL
28940,862,SUR,ITA
28941,484,SUR,JEY
28942,589599,SUR,JAM
28943,616,SUR,JOR
28944,306,SUR,JPN
28945,3980,SUR,KEN
28946,176,SUR,KGZ
28947,296,SUR,KHM
28948,6863,SUR,KIR
28949,4127,SUR,COM
28950,650,SUR,KOR
28951,1472,SUR,KWT
28952,60476,SUR,CYM
28953,454,SUR,KAZ
28954,761,SUR,LAO
28955,1374,SUR,LBN
28956,612552,SUR,LCA
28957,3031,SUR,LKA
28958,18592,SUR,LBR
28959,2085,SUR,LSO
28960,250,SUR,LTU
28961,1913,SUR,LUX
28962,443,SUR,LVA
28963,456,SUR,LBY
28964,1758,SUR,MAR
28965,224,SUR,MDA
28966,586,SUR,MNE
28967,2734,SUR,MDG
28968,839,SUR,MKD
28969,4255,SUR,MLI
28970,172,SUR,MMR
28971,251,SUR,MNG
28972,1476,SUR,MAC
28973,915754,SUR,MTQ
28974,3006,SUR,MRT
28975,1599,SUR,MLT
28976,41364,SUR,MUS
28977,1727,SUR,MDV
28978,2082,SUR,MWI
28979,722,SUR,MEX
28980,1635,SUR,MYS
28981,3676,SUR,MOZ
28982,8328,SUR,NULL
28983,1264,SUR,NCL
28984,2772,SUR,NER
28985,3899,SUR,NGA
28986,1695,SUR,NIC
28987,456559,SUR,NLD
28988,606,SUR,NOR
28989,415,SUR,NPL
28990,1859,SUR,NZL
28991,1307,SUR,OMN
28992,4510,SUR,PAN
28993,1306,SUR,PER
28994,1841,SUR,PYF
28995,14556,SUR,PNG
28996,1791,SUR,PHL
28997,1097,SUR,PAK
28998,292,SUR,POL
28999,1951,SUR,PRI
29000,1666,SUR,PRT
29001,1629,SUR,PRY
29002,2003,SUR,QAT
29003,3707,SUR,REU
29004,539,SUR,ROU
29005,2679,SUR,SRB
29006,2560,SUR,RWA
29007,1136,SUR,SAU
29008,7283,SUR,SLB
29009,10761,SUR,SYC
29010,648,SUR,SWE
29011,1201,SUR,SGP
29012,434,SUR,SVN
29013,369,SUR,SVK
29014,11841,SUR,SLE
29015,6957,SUR,SEN
29016,166059344,SUR,SUR
29017,5349,SUR,STP
29018,920,SUR,SLV
29019,2711,SUR,SWZ
29020,1675,SUR,TCD
29021,8724,SUR,TGO
29022,163,SUR,THA
29023,555,SUR,TJK
29024,1092,SUR,TLS
29025,976,SUR,TUN
29026,40642,SUR,TON
29027,515,SUR,TUR
29028,424229,SUR,TTO
29029,797,SUR,TWN
29030,3004,SUR,TZA
29031,286,SUR,UKR
29032,4841,SUR,UGA
29033,5340,SUR,USA
29034,2801,SUR,URY
29035,297,SUR,UZB
29036,653302,SUR,VCT
29037,904,SUR,VNM
29038,3158,SUR,VUT
29039,59030,SUR,WSM
29040,466,SUR,XKX
29041,9067,SUR,MYT
29042,2196,SUR,ZAF
29043,5244,SUR,ZMB
29044,1884,SUR,ZWE
29045,1670,STP,ARE
29046,10786,STP,ATG
29047,545,STP,ALB
29048,132,STP,ARM
29049,1176889,STP,AGO
29050,1115,STP,ARG
29051,1055,STP,AUT
29052,396,STP,AUS
29053,1030,STP,ABW
29054,1348,STP,AZE
29055,209,STP,BIH
29056,4834,STP,BRB
29057,795,STP,BGD
29058,10227,STP,BEL
29059,20096,STP,BFA
29060,373,STP,BGR
29061,1480,STP,BHR
29062,76572,STP,BDI
29063,74220,STP,BEN
29064,249,STP,BRN
29065,1509,STP,BOL
29066,22874,STP,BRA
29067,3230,STP,BHS
29068,386,STP,BTN
29069,544774,STP,BWA
29070,574,STP,BLR
29071,3187,STP,BLZ
29072,616,STP,CAN
29073,42337,STP,COD
29074,19261,STP,CAF
29075,35142,STP,COG
29076,16506,STP,CHE
29077,23944,STP,CIV
29078,690,STP,CHL
29079,23353,STP,CMR
29080,1702,STP,COL
29081,1260,STP,CRI
29082,9737628,STP,CPV
29083,1304,STP,CUW
29084,945,STP,CYP
29085,939,STP,CZE
29086,1760,STP,DEU
29087,4131,STP,DJI
29088,743,STP,DNK
29089,4769,STP,DOM
29090,955,STP,DZA
29091,1496,STP,ECU
29092,752,STP,EST
29093,848,STP,EGY
29094,4447,STP,ESP
29095,2423,STP,ETH
29096,326,STP,FIN
29097,966,STP,FJI
29098,536,STP,FSM
29099,15427,STP,FRA
29100,411468,STP,GAB
29101,38086,STP,GBR
29102,7946,STP,GRD
29103,422,STP,GEO
29104,10482,STP,GUF
29105,16547,STP,GHA
29106,48959,STP,GMB
29107,26191,STP,GIN
29108,1794,STP,GLP
29109,532222,STP,GNQ
29110,448,STP,GRC
29111,1026,STP,GTM
29112,589,STP,GUM
29113,6020673,STP,GNB
29114,6263,STP,GUY
29115,329,STP,HKG
29116,2138,STP,HND
29117,264,STP,HRV
29118,10743,STP,HTI
29119,274,STP,HUN
29120,505,STP,IDN
29121,1420,STP,IRL
29122,8620,STP,IMN
29123,512,STP,IND
29124,1239,STP,ISL
29125,1465,STP,ITA
29126,17043,STP,JEY
29127,7017,STP,JAM
29128,433,STP,JOR
29129,275,STP,JPN
29130,46593,STP,KEN
29131,273,STP,KGZ
29132,310,STP,KHM
29133,3312,STP,KIR
29134,12708,STP,COM
29135,252,STP,KOR
29136,826,STP,KWT
29137,6257,STP,CYM
29138,2211,STP,KAZ
29139,320,STP,LAO
29140,7423,STP,LBN
29141,7429,STP,LCA
29142,640,STP,LKA
29143,147363,STP,LBR
29144,10612,STP,LSO
29145,253,STP,LTU
29146,223013,STP,LUX
29147,352,STP,LVA
29148,1462,STP,LBY
29149,9201,STP,MAR
29150,552,STP,MDA
29151,453,STP,MNE
29152,31417,STP,MDG
29153,940,STP,MKD
29154,15300,STP,MLI
29155,136,STP,MMR
29156,560,STP,MNG
29157,52892,STP,MAC
29158,1657,STP,MTQ
29159,13823,STP,MRT
29160,1425,STP,MLT
29161,1162,STP,MUS
29162,3216,STP,MDV
29163,25239,STP,MWI
29164,876,STP,MEX
29165,231,STP,MYS
29166,741802,STP,MOZ
29167,157699,STP,NULL
29168,468,STP,NCL
29169,9502,STP,NER
29170,9250,STP,NGA
29171,2568,STP,NIC
29172,4744,STP,NLD
29173,1600,STP,NOR
29174,286,STP,NPL
29175,223,STP,NZL
29176,1400,STP,OMN
29177,2731,STP,PAN
29178,1041,STP,PER
29179,490,STP,PYF
29180,16031,STP,PNG
29181,1373,STP,PHL
29182,1123,STP,PAK
29183,353,STP,POL
29184,1086,STP,PRI
29185,1908502,STP,PRT
29186,3947,STP,PRY
29187,1462,STP,QAT
29188,1206,STP,REU
29189,3571,STP,ROU
29190,516,STP,SRB
29191,84990,STP,RWA
29192,1387,STP,SAU
29193,5312,STP,SLB
29194,5251,STP,SYC
29195,712,STP,SWE
29196,346,STP,SGP
29197,352,STP,SVN
29198,326,STP,SVK
29199,47807,STP,SLE
29200,49810,STP,SEN
29201,5349,STP,SUR
29202,661149461,STP,STP
29203,1148,STP,SLV
29204,21526,STP,SWZ
29205,9822,STP,TCD
29206,18792,STP,TGO
29207,136,STP,THA
29208,637,STP,TJK
29209,18667,STP,TLS
29210,1155,STP,TUN
29211,1350,STP,TON
29212,729,STP,TUR
29213,2091,STP,TTO
29214,572,STP,TWN
29215,25001,STP,TZA
29216,506,STP,UKR
29217,38750,STP,UGA
29218,1052,STP,USA
29219,1484,STP,URY
29220,356,STP,UZB
29221,8052,STP,VCT
29222,481,STP,VNM
29223,1779,STP,VUT
29224,1134,STP,WSM
29225,299,STP,XKX
29226,5142,STP,MYT
29227,12467,STP,ZAF
29228,49378,STP,ZMB
29229,10810,STP,ZWE
29230,767,SLV,ARE
29231,1009,SLV,ATG
29232,425,SLV,ALB
29233,102,SLV,ARM
29234,1036,SLV,AGO
29235,5133,SLV,ARG
29236,461,SLV,AUT
29237,842,SLV,AUS
29238,3225,SLV,ABW
29239,173,SLV,AZE
29240,179,SLV,BIH
29241,531,SLV,BRB
29242,320,SLV,BGD
29243,2053,SLV,BEL
29244,472,SLV,BFA
29245,490,SLV,BGR
29246,481,SLV,BHR
29247,410,SLV,BDI
29248,3334,SLV,BEN
29249,242,SLV,BRN
29250,9801,SLV,BOL
29251,1364,SLV,BRA
29252,750,SLV,BHS
29253,226,SLV,BTN
29254,257,SLV,BWA
29255,283,SLV,BLR
29256,93650,SLV,BLZ
29257,3940,SLV,CAN
29258,458,SLV,COD
29259,411,SLV,CAF
29260,568,SLV,COG
29261,1470,SLV,CHE
29262,669,SLV,CIV
29263,3650,SLV,CHL
29264,506,SLV,CMR
29265,9242,SLV,COL
29266,40581,SLV,CRI
29267,714,SLV,CPV
29268,1811,SLV,CUW
29269,393,SLV,CYP
29270,204,SLV,CZE
29271,684,SLV,DEU
29272,325,SLV,DJI
29273,237,SLV,DNK
29274,10505,SLV,DOM
29275,1007,SLV,DZA
29276,11097,SLV,ECU
29277,220,SLV,EST
29278,571,SLV,EGY
29279,8979,SLV,ESP
29280,272,SLV,ETH
29281,314,SLV,FIN
29282,243,SLV,FJI
29283,462,SLV,FSM
29284,443,SLV,FRA
29285,447,SLV,GAB
29286,705,SLV,GBR
29287,707,SLV,GRD
29288,188,SLV,GEO
29289,968,SLV,GUF
29290,890,SLV,GHA
29291,1251,SLV,GMB
29292,473,SLV,GIN
29293,396,SLV,GLP
29294,2406,SLV,GNQ
29295,312,SLV,GRC
29296,62253,SLV,GTM
29297,546,SLV,GUM
29298,599,SLV,GNB
29299,1545,SLV,GUY
29300,179,SLV,HKG
29301,112050,SLV,HND
29302,201,SLV,HRV
29303,2158,SLV,HTI
29304,194,SLV,HUN
29305,229,SLV,IDN
29306,1113,SLV,IRL
29307,126,SLV,IMN
29308,181,SLV,IND
29309,1009,SLV,ISL
29310,3787,SLV,ITA
29311,183,SLV,JEY
29312,1089,SLV,JAM
29313,338,SLV,JOR
29314,202,SLV,JPN
29315,478,SLV,KEN
29316,101,SLV,KGZ
29317,238,SLV,KHM
29318,321,SLV,KIR
29319,197,SLV,COM
29320,239,SLV,KOR
29321,480,SLV,KWT
29322,3331,SLV,CYM
29323,211,SLV,KAZ
29324,169,SLV,LAO
29325,546,SLV,LBN
29326,836,SLV,LCA
29327,436,SLV,LKA
29328,971,SLV,LBR
29329,196,SLV,LSO
29330,179,SLV,LTU
29331,808,SLV,LUX
29332,171,SLV,LVA
29333,303,SLV,LBY
29334,2083,SLV,MAR
29335,155,SLV,MDA
29336,289,SLV,MNE
29337,643,SLV,MDG
29338,387,SLV,MKD
29339,1247,SLV,MLI
29340,133,SLV,MMR
29341,170,SLV,MNG
29342,262,SLV,MAC
29343,308,SLV,MTQ
29344,519,SLV,MRT
29345,553,SLV,MLT
29346,448,SLV,MUS
29347,437,SLV,MDV
29348,240,SLV,MWI
29349,12322,SLV,MEX
29350,184,SLV,MYS
29351,921,SLV,MOZ
29352,300,SLV,NULL
29353,152,SLV,NCL
29354,480,SLV,NER
29355,585,SLV,NGA
29356,63856,SLV,NIC
29357,470,SLV,NLD
29358,398,SLV,NOR
29359,157,SLV,NPL
29360,225,SLV,NZL
29361,425,SLV,OMN
29362,26545,SLV,PAN
29363,7592,SLV,PER
29364,258,SLV,PYF
29365,275,SLV,PNG
29366,1013,SLV,PHL
29367,592,SLV,PAK
29368,140,SLV,POL
29369,5853,SLV,PRI
29370,650,SLV,PRT
29371,16309,SLV,PRY
29372,710,SLV,QAT
29373,123,SLV,REU
29374,388,SLV,ROU
29375,281,SLV,SRB
29376,477,SLV,RWA
29377,439,SLV,SAU
29378,194,SLV,SLB
29379,358,SLV,SYC
29380,1603,SLV,SWE
29381,203,SLV,SGP
29382,215,SLV,SVN
29383,200,SLV,SVK
29384,1137,SLV,SLE
29385,591,SLV,SEN
29386,920,SLV,SUR
29387,1148,SLV,STP
29388,7168755,SLV,SLV
29389,269,SLV,SWZ
29390,333,SLV,TCD
29391,868,SLV,TGO
29392,101,SLV,THA
29393,209,SLV,TJK
29394,406,SLV,TLS
29395,1173,SLV,TUN
29396,493,SLV,TON
29397,193,SLV,TUR
29398,1138,SLV,TTO
29399,223,SLV,TWN
29400,411,SLV,TZA
29401,206,SLV,UKR
29402,616,SLV,UGA
29403,25900,SLV,USA
29404,4464,SLV,URY
29405,137,SLV,UZB
29406,972,SLV,VCT
29407,174,SLV,VNM
29408,135,SLV,VUT
29409,375,SLV,WSM
29410,226,SLV,XKX
29411,159,SLV,MYT
29412,225,SLV,ZAF
29413,427,SLV,ZMB
29414,176,SLV,ZWE
29415,3188,SWZ,ARE
29416,3938,SWZ,ATG
29417,460,SWZ,ALB
29418,165,SWZ,ARM
29419,24929,SWZ,AGO
29420,227,SWZ,ARG
29421,380,SWZ,AUT
29422,1104,SWZ,AUS
29423,640,SWZ,ABW
29424,461,SWZ,AZE
29425,284,SWZ,BIH
29426,2478,SWZ,BRB
29427,2056,SWZ,BGD
29428,936,SWZ,BEL
29429,12153,SWZ,BFA
29430,257,SWZ,BGR
29431,2221,SWZ,BHR
29432,19949,SWZ,BDI
29433,12491,SWZ,BEN
29434,534,SWZ,BRN
29435,243,SWZ,BOL
29436,316,SWZ,BRA
29437,3292,SWZ,BHS
29438,471,SWZ,BTN
29439,647295,SWZ,BWA
29440,270,SWZ,BLR
29441,1637,SWZ,BLZ
29442,1755,SWZ,CAN
29443,22764,SWZ,COD
29444,11483,SWZ,CAF
29445,19275,SWZ,COG
29446,1263,SWZ,CHE
29447,14137,SWZ,CIV
29448,272,SWZ,CHL
29449,12805,SWZ,CMR
29450,340,SWZ,COL
29451,772,SWZ,CRI
29452,3761,SWZ,CPV
29453,792,SWZ,CUW
29454,17924,SWZ,CYP
29455,219,SWZ,CZE
29456,535,SWZ,DEU
29457,4811,SWZ,DJI
29458,596,SWZ,DNK
29459,2706,SWZ,DOM
29460,1160,SWZ,DZA
29461,289,SWZ,ECU
29462,219,SWZ,EST
29463,884,SWZ,EGY
29464,365,SWZ,ESP
29465,6517,SWZ,ETH
29466,954,SWZ,FIN
29467,1027,SWZ,FJI
29468,423,SWZ,FSM
29469,483,SWZ,FRA
29470,10042,SWZ,GAB
29471,2413,SWZ,GBR
29472,5178,SWZ,GRD
29473,241,SWZ,GEO
29474,2443,SWZ,GUF
29475,23302,SWZ,GHA
29476,14202,SWZ,GMB
29477,12701,SWZ,GIN
29478,1306,SWZ,GLP
29479,13390,SWZ,GNQ
29480,528,SWZ,GRC
29481,231,SWZ,GTM
29482,336,SWZ,GUM
29483,15114,SWZ,GNB
29484,4636,SWZ,GUY
29485,335,SWZ,HKG
29486,416,SWZ,HND
29487,200,SWZ,HRV
29488,10593,SWZ,HTI
29489,235,SWZ,HUN
29490,215,SWZ,IDN
29491,3112,SWZ,IRL
29492,2138,SWZ,IMN
29493,814,SWZ,IND
29494,365,SWZ,ISL
29495,573,SWZ,ITA
29496,1467,SWZ,JEY
29497,7196,SWZ,JAM
29498,461,SWZ,JOR
29499,191,SWZ,JPN
29500,17818,SWZ,KEN
29501,192,SWZ,KGZ
29502,647,SWZ,KHM
29503,2027,SWZ,KIR
29504,8049,SWZ,COM
29505,366,SWZ,KOR
29506,1981,SWZ,KWT
29507,5658,SWZ,CYM
29508,186,SWZ,KAZ
29509,148,SWZ,LAO
29510,840,SWZ,LBN
29511,5581,SWZ,LCA
29512,1705,SWZ,LKA
29513,275840,SWZ,LBR
29514,278595,SWZ,LSO
29515,122,SWZ,LTU
29516,954,SWZ,LUX
29517,202,SWZ,LVA
29518,1542,SWZ,LBY
29519,1725,SWZ,MAR
29520,126,SWZ,MDA
29521,748,SWZ,MNE
29522,4914,SWZ,MDG
29523,358,SWZ,MKD
29524,13729,SWZ,MLI
29525,184,SWZ,MMR
29526,272,SWZ,MNG
29527,382,SWZ,MAC
29528,759,SWZ,MTQ
29529,7118,SWZ,MRT
29530,1008,SWZ,MLT
29531,5305,SWZ,MUS
29532,1741,SWZ,MDV
29533,67813,SWZ,MWI
29534,193,SWZ,MEX
29535,475,SWZ,MYS
29536,141026,SWZ,MOZ
29537,35718,SWZ,NULL
29538,201,SWZ,NCL
29539,11415,SWZ,NER
29540,12809,SWZ,NGA
29541,561,SWZ,NIC
29542,800,SWZ,NLD
29543,936,SWZ,NOR
29544,428,SWZ,NPL
29545,1100,SWZ,NZL
29546,2948,SWZ,OMN
29547,421,SWZ,PAN
29548,226,SWZ,PER
29549,1063,SWZ,PYF
29550,3062,SWZ,PNG
29551,797,SWZ,PHL
29552,2448,SWZ,PAK
29553,145,SWZ,POL
29554,233,SWZ,PRI
29555,1383,SWZ,PRT
29556,433,SWZ,PRY
29557,3958,SWZ,QAT
29558,923,SWZ,REU
29559,308,SWZ,ROU
29560,1130,SWZ,SRB
29561,26542,SWZ,RWA
29562,2004,SWZ,SAU
29563,2653,SWZ,SLB
29564,6810,SWZ,SYC
29565,859,SWZ,SWE
29566,536,SWZ,SGP
29567,212,SWZ,SVN
29568,145,SWZ,SVK
29569,146916,SWZ,SLE
29570,12433,SWZ,SEN
29571,2711,SWZ,SUR
29572,21526,SWZ,STP
29573,269,SWZ,SLV
29574,139546857,SWZ,SWZ
29575,5835,SWZ,TCD
29576,23693,SWZ,TGO
29577,101,SWZ,THA
29578,650,SWZ,TJK
29579,511,SWZ,TLS
29580,1304,SWZ,TUN
29581,1255,SWZ,TON
29582,509,SWZ,TUR
29583,2395,SWZ,TTO
29584,5329,SWZ,TWN
29585,21150,SWZ,TZA
29586,602,SWZ,UKR
29587,32058,SWZ,UGA
29588,1008,SWZ,USA
29589,303,SWZ,URY
29590,292,SWZ,UZB
29591,5996,SWZ,VCT
29592,197,SWZ,VNM
29593,992,SWZ,VUT
29594,650,SWZ,WSM
29595,324,SWZ,XKX
29596,5627,SWZ,MYT
29597,525658,SWZ,ZAF
29598,98658,SWZ,ZMB
29599,141945,SWZ,ZWE
29600,13507,TCD,ARE
29601,1008,TCD,ATG
29602,648,TCD,ALB
29603,144,TCD,ARM
29604,11978,TCD,AGO
29605,236,TCD,ARG
29606,445,TCD,AUT
29607,537,TCD,AUS
29608,803,TCD,ABW
29609,948,TCD,AZE
29610,406,TCD,BIH
29611,800,TCD,BRB
29612,1572,TCD,BGD
29613,4599,TCD,BEL
29614,129381,TCD,BFA
29615,352,TCD,BGR
29616,4733,TCD,BHR
29617,45225,TCD,BDI
29618,100768,TCD,BEN
29619,430,TCD,BRN
29620,338,TCD,BOL
29621,407,TCD,BRA
29622,914,TCD,BHS
29623,224,TCD,BTN
29624,8193,TCD,BWA
29625,650,TCD,BLR
29626,593,TCD,BLZ
29627,6670,TCD,CAN
29628,43819,TCD,COD
29629,4008627,TCD,CAF
29630,164974,TCD,COG
29631,2796,TCD,CHE
29632,53911,TCD,CIV
29633,224,TCD,CHL
29634,1182988,TCD,CMR
29635,440,TCD,COL
29636,345,TCD,CRI
29637,2217,TCD,CPV
29638,487,TCD,CUW
29639,3886,TCD,CYP
29640,198,TCD,CZE
29641,1255,TCD,DEU
29642,189431,TCD,DJI
29643,270,TCD,DNK
29644,1548,TCD,DOM
29645,6960,TCD,DZA
29646,409,TCD,ECU
29647,169,TCD,EST
29648,8599,TCD,EGY
29649,768,TCD,ESP
29650,7803,TCD,ETH
29651,389,TCD,FIN
29652,546,TCD,FJI
29653,250,TCD,FSM
29654,24498,TCD,FRA
29655,197479,TCD,GAB
29656,2008,TCD,GBR
29657,1667,TCD,GRD
29658,584,TCD,GEO
29659,9953,TCD,GUF
29660,17262,TCD,GHA
29661,10034,TCD,GMB
29662,64052,TCD,GIN
29663,3509,TCD,GLP
29664,397053,TCD,GNQ
29665,1158,TCD,GRC
29666,293,TCD,GTM
29667,353,TCD,GUM
29668,11296,TCD,GNB
29669,1562,TCD,GUY
29670,188,TCD,HKG
29671,525,TCD,HND
29672,219,TCD,HRV
29673,9585,TCD,HTI
29674,330,TCD,HUN
29675,498,TCD,IDN
29676,560,TCD,IRL
29677,113,TCD,IMN
29678,739,TCD,IND
29679,388,TCD,ISL
29680,1058,TCD,ITA
29681,135,TCD,JEY
29682,2369,TCD,JAM
29683,6069,TCD,JOR
29684,111,TCD,JPN
29685,20593,TCD,KEN
29686,475,TCD,KGZ
29687,326,TCD,KHM
29688,1060,TCD,KIR
29689,19054,TCD,COM
29690,169,TCD,KOR
29691,9560,TCD,KWT
29692,480,TCD,CYM
29693,539,TCD,KAZ
29694,229,TCD,LAO
29695,5655,TCD,LBN
29696,1270,TCD,LCA
29697,629,TCD,LKA
29698,18726,TCD,LBR
29699,4712,TCD,LSO
29700,196,TCD,LTU
29701,9268,TCD,LUX
29702,281,TCD,LVA
29703,313007,TCD,LBY
29704,9954,TCD,MAR
29705,309,TCD,MDA
29706,512,TCD,MNE
29707,18240,TCD,MDG
29708,389,TCD,MKD
29709,109126,TCD,MLI
29710,210,TCD,MMR
29711,254,TCD,MNG
29712,152,TCD,MAC
29713,2546,TCD,MTQ
29714,36492,TCD,MRT
29715,19893,TCD,MLT
29716,1874,TCD,MUS
29717,1153,TCD,MDV
29718,6852,TCD,MWI
29719,238,TCD,MEX
29720,583,TCD,MYS
29721,12495,TCD,MOZ
29722,8620,TCD,NULL
29723,1113,TCD,NCL
29724,553341,TCD,NER
29725,20529,TCD,NGA
29726,641,TCD,NIC
29727,1229,TCD,NLD
29728,852,TCD,NOR
29729,361,TCD,NPL
29730,138,TCD,NZL
29731,7265,TCD,OMN
29732,554,TCD,PAN
29733,286,TCD,PER
29734,1098,TCD,PYF
29735,3161,TCD,PNG
29736,532,TCD,PHL
29737,1983,TCD,PAK
29738,185,TCD,POL
29739,262,TCD,PRI
29740,621,TCD,PRT
29741,703,TCD,PRY
29742,10335,TCD,QAT
29743,2163,TCD,REU
29744,505,TCD,ROU
29745,309,TCD,SRB
29746,32532,TCD,RWA
29747,26717,TCD,SAU
29748,1201,TCD,SLB
29749,10119,TCD,SYC
29750,1663,TCD,SWE
29751,411,TCD,SGP
29752,245,TCD,SVN
29753,225,TCD,SVK
29754,19671,TCD,SLE
29755,78617,TCD,SEN
29756,1675,TCD,SUR
29757,9822,TCD,STP
29758,333,TCD,SLV
29759,5835,TCD,SWZ
29760,61151922,TCD,TCD
29761,216850,TCD,TGO
29762,127,TCD,THA
29763,911,TCD,TJK
29764,664,TCD,TLS
29765,7774,TCD,TUN
29766,427,TCD,TON
29767,6960,TCD,TUR
29768,859,TCD,TTO
29769,182,TCD,TWN
29770,67532,TCD,TZA
29771,378,TCD,UKR
29772,21678,TCD,UGA
29773,1067,TCD,USA
29774,262,TCD,URY
29775,501,TCD,UZB
29776,1887,TCD,VCT
29777,301,TCD,VNM
29778,749,TCD,VUT
29779,395,TCD,WSM
29780,438,TCD,XKX
29781,9171,TCD,MYT
29782,2849,TCD,ZAF
29783,11651,TCD,ZMB
29784,3439,TCD,ZWE
29785,14468,TGO,ARE
29786,5482,TGO,ATG
29787,1454,TGO,ALB
29788,495,TGO,ARM
29789,22735,TGO,AGO
29790,832,TGO,ARG
29791,1344,TGO,AUT
29792,567,TGO,AUS
29793,1413,TGO,ABW
29794,2313,TGO,AZE
29795,1015,TGO,BIH
29796,2821,TGO,BRB
29797,1573,TGO,BGD
29798,14090,TGO,BEL
29799,368779,TGO,BFA
29800,781,TGO,BGR
29801,3577,TGO,BHR
29802,42986,TGO,BDI
29803,1124249,TGO,BEN
29804,616,TGO,BRN
29805,879,TGO,BOL
29806,1595,TGO,BRA
29807,4110,TGO,BHS
29808,559,TGO,BTN
29809,34087,TGO,BWA
29810,3099,TGO,BLR
29811,2223,TGO,BLZ
29812,5822,TGO,CAN
29813,99236,TGO,COD
29814,389606,TGO,CAF
29815,235170,TGO,COG
29816,8834,TGO,CHE
29817,261477,TGO,CIV
29818,694,TGO,CHL
29819,139709,TGO,CMR
29820,1089,TGO,COL
29821,1152,TGO,CRI
29822,9615,TGO,CPV
29823,1683,TGO,CUW
29824,6822,TGO,CYP
29825,450,TGO,CZE
29826,6331,TGO,DEU
29827,15869,TGO,DJI
29828,803,TGO,DNK
29829,3977,TGO,DOM
29830,3349,TGO,DZA
29831,1126,TGO,ECU
29832,474,TGO,EST
29833,2352,TGO,EGY
29834,1560,TGO,ESP
29835,4253,TGO,ETH
29836,911,TGO,FIN
29837,1555,TGO,FJI
29838,823,TGO,FSM
29839,18655,TGO,FRA
29840,519975,TGO,GAB
29841,1274,TGO,GBR
29842,6001,TGO,GRD
29843,792,TGO,GEO
29844,17018,TGO,GUF
29845,292724,TGO,GHA
29846,43116,TGO,GMB
29847,108535,TGO,GIN
29848,9912,TGO,GLP
29849,211817,TGO,GNQ
29850,2730,TGO,GRC
29851,705,TGO,GTM
29852,862,TGO,GUM
29853,34621,TGO,GNB
29854,4793,TGO,GUY
29855,1089,TGO,HKG
29856,1365,TGO,HND
29857,643,TGO,HRV
29858,23645,TGO,HTI
29859,629,TGO,HUN
29860,700,TGO,IDN
29861,2239,TGO,IRL
29862,293,TGO,IMN
29863,1309,TGO,IND
29864,2224,TGO,ISL
29865,4075,TGO,ITA
29866,523,TGO,JEY
29867,11276,TGO,JAM
29868,1406,TGO,JOR
29869,411,TGO,JPN
29870,58212,TGO,KEN
29871,1062,TGO,KGZ
29872,797,TGO,KHM
29873,3183,TGO,KIR
29874,17498,TGO,COM
29875,694,TGO,KOR
29876,8701,TGO,KWT
29877,2343,TGO,CYM
29878,1423,TGO,KAZ
29879,953,TGO,LAO
29880,16727,TGO,LBN
29881,5413,TGO,LCA
29882,1113,TGO,LKA
29883,82579,TGO,LBR
29884,18065,TGO,LSO
29885,986,TGO,LTU
29886,15990,TGO,LUX
29887,902,TGO,LVA
29888,7776,TGO,LBY
29889,5691,TGO,MAR
29890,751,TGO,MDA
29891,1930,TGO,MNE
29892,32909,TGO,MDG
29893,1259,TGO,MKD
29894,217810,TGO,MLI
29895,324,TGO,MMR
29896,458,TGO,MNG
29897,1251,TGO,MAC
29898,10077,TGO,MTQ
29899,43128,TGO,MRT
29900,4481,TGO,MLT
29901,5501,TGO,MUS
29902,1214,TGO,MDV
29903,17279,TGO,MWI
29904,665,TGO,MEX
29905,769,TGO,MYS
29906,24303,TGO,MOZ
29907,33958,TGO,NULL
29908,3218,TGO,NCL
29909,552463,TGO,NER
29910,52402,TGO,NGA
29911,1524,TGO,NIC
29912,1564,TGO,NLD
29913,616,TGO,NOR
29914,655,TGO,NPL
29915,395,TGO,NZL
29916,3684,TGO,OMN
29917,1370,TGO,PAN
29918,677,TGO,PER
29919,3152,TGO,PYF
29920,8546,TGO,PNG
29921,1514,TGO,PHL
29922,2221,TGO,PAK
29923,420,TGO,POL
29924,565,TGO,PRI
29925,1983,TGO,PRT
29926,2073,TGO,PRY
